COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
ELECTRONICS COMPONENTS,NIGERIA,NA,NA,53.39
ELECTRONICS COMPONENTS,NIUE IS,NA,NA,0.00
ELECTRONICS COMPONENTS,NORWAY,NA,NA,3.01
ELECTRONICS COMPONENTS,OMAN,NA,NA,39.00
ELECTRONICS COMPONENTS,PAKISTAN IR,NA,NA,0.65
ELECTRONICS COMPONENTS,PANAMA REPUBLIC,NA,NA,0.16
ELECTRONICS COMPONENTS,PAPUA N GNA,NA,NA,0.55
ELECTRONICS COMPONENTS,PARAGUAY,NA,NA,0.70
ELECTRONICS COMPONENTS,PERU,NA,NA,1.75
ELECTRONICS COMPONENTS,PHILIPPINES,NA,NA,11.32
ELECTRONICS COMPONENTS,POLAND,NA,NA,12.36
ELECTRONICS COMPONENTS,PORTUGAL,NA,NA,15.23
ELECTRONICS COMPONENTS,PUERTO RICO,NA,NA,0.43
ELECTRONICS COMPONENTS,QATAR,NA,NA,13.81
ELECTRONICS COMPONENTS,REUNION,NA,NA,0.00
ELECTRONICS COMPONENTS,ROMANIA,NA,NA,3.93
ELECTRONICS COMPONENTS,RUSSIA,NA,NA,15.08
ELECTRONICS COMPONENTS,RWANDA,NA,NA,2.08
ELECTRONICS COMPONENTS,SAUDI ARAB,NA,NA,31.21
ELECTRONICS COMPONENTS,SENEGAL,NA,NA,1.40
ELECTRONICS COMPONENTS,SERBIA,NA,NA,0.95
ELECTRONICS COMPONENTS,SEYCHELLES,NA,NA,0.72
ELECTRONICS COMPONENTS,SIERRA LEONE,NA,NA,1.66
ELECTRONICS COMPONENTS,SINGAPORE,NA,NA,107.31
ELECTRONICS COMPONENTS,SLOVAK REP,NA,NA,0.93
ELECTRONICS COMPONENTS,SLOVENIA,NA,NA,2.77
ELECTRONICS COMPONENTS,SOLOMON IS,NA,NA,0.20
ELECTRONICS COMPONENTS,SOMALIA,NA,NA,2.29
ELECTRONICS COMPONENTS,SOUTH AFRICA,NA,NA,18.93
ELECTRONICS COMPONENTS,SOUTH SUDAN,NA,NA,0.03
ELECTRONICS COMPONENTS,SPAIN,NA,NA,13.49
ELECTRONICS COMPONENTS,SRI LANKA DSR,NA,NA,13.21
ELECTRONICS COMPONENTS,ST HELENA,NA,NA,0.33
ELECTRONICS COMPONENTS,ST KITT N A,NA,NA,0.00
ELECTRONICS COMPONENTS,ST LUCIA,NA,NA,0.00
ELECTRONICS COMPONENTS,ST VINCENT,NA,NA,0.01
ELECTRONICS COMPONENTS,SUDAN,NA,NA,2.93
ELECTRONICS COMPONENTS,SURINAME,NA,NA,0.69
ELECTRONICS COMPONENTS,SWAZILAND,NA,NA,0.15
ELECTRONICS COMPONENTS,SWEDEN,NA,NA,9.97
ELECTRONICS COMPONENTS,SWITZERLAND,NA,NA,6.20
ELECTRONICS COMPONENTS,SYRIA,NA,NA,0.11
ELECTRONICS COMPONENTS,TAIWAN,NA,NA,6.68
ELECTRONICS COMPONENTS,TANZANIA REP,NA,NA,6.51
ELECTRONICS COMPONENTS,THAILAND,NA,NA,25.17
ELECTRONICS COMPONENTS,TIMOR-LESTE,NA,NA,0.01
ELECTRONICS COMPONENTS,TOGO,NA,NA,0.08
ELECTRONICS COMPONENTS,TONGA,NA,NA,0.00
ELECTRONICS COMPONENTS,TRINIDAD,NA,NA,0.43
ELECTRONICS COMPONENTS,TUNISIA,NA,NA,1.74
ELECTRONICS COMPONENTS,TURKEY,NA,NA,30.16
ELECTRONICS COMPONENTS,TURKMENISTAN,NA,NA,0.00
ELECTRONICS COMPONENTS,U ARAB EMTS,NA,NA,205.14
ELECTRONICS COMPONENTS,U K,NA,NA,69.74
ELECTRONICS COMPONENTS,U S A,NA,NA,576.44
ELECTRONICS COMPONENTS,UGANDA,NA,NA,5.81
ELECTRONICS COMPONENTS,UKRAINE,NA,NA,2.00
ELECTRONICS COMPONENTS,URUGUAY,NA,NA,0.17
ELECTRONICS COMPONENTS,UZBEKISTAN,NA,NA,0.98
ELECTRONICS COMPONENTS,VENEZUELA,NA,NA,0.00
ELECTRONICS COMPONENTS,VIETNAM SOC REP,NA,NA,27.55
ELECTRONICS COMPONENTS,YEMEN REPUBLC,NA,NA,0.97
ELECTRONICS COMPONENTS,ZAMBIA,NA,NA,3.71
ELECTRONICS COMPONENTS,ZIMBABWE,NA,NA,0.63
ELECTRONICS INSTRUMENTS,AFGHANISTAN,NA,NA,2.25
ELECTRONICS INSTRUMENTS,ALBANIA,NA,NA,0.39
ELECTRONICS INSTRUMENTS,ALGERIA,NA,NA,1.86
ELECTRONICS INSTRUMENTS,AMERI SAMOA,NA,NA,0.06
ELECTRONICS INSTRUMENTS,ANGOLA,NA,NA,1.48
ELECTRONICS INSTRUMENTS,ANTIGUA,NA,NA,0.01
ELECTRONICS INSTRUMENTS,ARGENTINA,NA,NA,2.49
ELECTRONICS INSTRUMENTS,ARMENIA,NA,NA,0.18
ELECTRONICS INSTRUMENTS,ARUBA,NA,NA,0.02
ELECTRONICS INSTRUMENTS,AUSTRALIA,NA,NA,21.34
ELECTRONICS INSTRUMENTS,AUSTRIA,NA,NA,10.01
ELECTRONICS INSTRUMENTS,AZERBAIJAN,NA,NA,3.88
ELECTRONICS INSTRUMENTS,BAHAMAS,NA,NA,0.05
ELECTRONICS INSTRUMENTS,BAHARAIN IS,NA,NA,0.90
ELECTRONICS INSTRUMENTS,BANGLADESH PR,NA,NA,50.92
ELECTRONICS INSTRUMENTS,BARBADOS,NA,NA,0.05
ELECTRONICS INSTRUMENTS,BELARUS,NA,NA,0.07
ELECTRONICS INSTRUMENTS,BELGIUM,NA,NA,7.08
ELECTRONICS INSTRUMENTS,BELIZE,NA,NA,0.00
ELECTRONICS INSTRUMENTS,BENIN,NA,NA,0.92
ELECTRONICS INSTRUMENTS,BERMUDA,NA,NA,0.00
ELECTRONICS INSTRUMENTS,BHUTAN,NA,NA,4.56
ELECTRONICS INSTRUMENTS,BOLIVIA,NA,NA,0.12
ELECTRONICS INSTRUMENTS,BOSNIA-HRZGOVIN,NA,NA,0.02
ELECTRONICS INSTRUMENTS,BOTSWANA,NA,NA,0.57
ELECTRONICS INSTRUMENTS,BRAZIL,NA,NA,34.21
ELECTRONICS INSTRUMENTS,BRUNEI,NA,NA,0.09
ELECTRONICS INSTRUMENTS,BULGARIA,NA,NA,0.71
ELECTRONICS INSTRUMENTS,BURKINA FASO,NA,NA,0.36
ELECTRONICS INSTRUMENTS,BURUNDI,NA,NA,0.07
ELECTRONICS INSTRUMENTS,C AFRI REP,NA,NA,0.52
ELECTRONICS INSTRUMENTS,CAMBODIA,NA,NA,0.29
ELECTRONICS INSTRUMENTS,CAMEROON,NA,NA,0.77
ELECTRONICS INSTRUMENTS,CANADA,NA,NA,10.97
ELECTRONICS INSTRUMENTS,CAPE VERDE IS,NA,NA,0.00
ELECTRONICS INSTRUMENTS,CAYMAN IS,NA,NA,0.12
ELECTRONICS INSTRUMENTS,CHAD,NA,NA,0.44
ELECTRONICS INSTRUMENTS,CHILE,NA,NA,4.43
ELECTRONICS INSTRUMENTS,CHINA P RP,NA,NA,559.43
ELECTRONICS INSTRUMENTS,COLOMBIA,NA,NA,2.37
ELECTRONICS INSTRUMENTS,COMOROS,NA,NA,0.00
ELECTRONICS INSTRUMENTS,CONGO D. REP.,NA,NA,2.73
ELECTRONICS INSTRUMENTS,CONGO P REP,NA,NA,0.96
ELECTRONICS INSTRUMENTS,COSTA RICA,NA,NA,0.24
ELECTRONICS INSTRUMENTS,COTE D' IVOIRE,NA,NA,1.90
ELECTRONICS INSTRUMENTS,CROATIA,NA,NA,0.09
ELECTRONICS INSTRUMENTS,CUBA,NA,NA,0.14
ELECTRONICS INSTRUMENTS,CYPRUS,NA,NA,0.26
ELECTRONICS INSTRUMENTS,CZECH REPUBLIC,NA,NA,11.43
ELECTRONICS INSTRUMENTS,DENMARK,NA,NA,2.86
ELECTRONICS INSTRUMENTS,DJIBOUTI,NA,NA,0.31
ELECTRONICS INSTRUMENTS,DOMINIC REP,NA,NA,0.54
ELECTRONICS INSTRUMENTS,DOMINICA,NA,NA,0.02
ELECTRONICS INSTRUMENTS,ECUADOR,NA,NA,1.33
ELECTRONICS INSTRUMENTS,EGYPT A RP,NA,NA,13.53
ELECTRONICS INSTRUMENTS,EL SALVADOR,NA,NA,0.36
ELECTRONICS INSTRUMENTS,EQUTL GUINEA,NA,NA,0.01
ELECTRONICS INSTRUMENTS,ERITREA,NA,NA,0.00
ELECTRONICS INSTRUMENTS,ESTONIA,NA,NA,1.02
ELECTRONICS INSTRUMENTS,ETHIOPIA,NA,NA,4.25
ELECTRONICS INSTRUMENTS,FIJI IS,NA,NA,0.33
ELECTRONICS INSTRUMENTS,FINLAND,NA,NA,9.22
ELECTRONICS INSTRUMENTS,FRANCE,NA,NA,119.23
ELECTRONICS INSTRUMENTS,GABON,NA,NA,0.27
ELECTRONICS INSTRUMENTS,GAMBIA,NA,NA,0.31
ELECTRONICS INSTRUMENTS,GEORGIA,NA,NA,0.40
ELECTRONICS INSTRUMENTS,GERMANY,NA,NA,115.94
ELECTRONICS INSTRUMENTS,GHANA,NA,NA,5.91
ELECTRONICS INSTRUMENTS,GIBRALTAR,NA,NA,0.00
ELECTRONICS INSTRUMENTS,GREECE,NA,NA,16.70
ELECTRONICS INSTRUMENTS,GRENADA,NA,NA,0.01
ELECTRONICS INSTRUMENTS,GUADELOUPE,NA,NA,0.06
ELECTRONICS INSTRUMENTS,GUAM,NA,NA,0.00
ELECTRONICS INSTRUMENTS,GUATEMALA,NA,NA,0.28
ELECTRONICS INSTRUMENTS,GUINEA,NA,NA,1.71
ELECTRONICS INSTRUMENTS,GUINEA BISSAU,NA,NA,0.37
ELECTRONICS INSTRUMENTS,GUYANA,NA,NA,0.08
ELECTRONICS INSTRUMENTS,HAITI,NA,NA,0.02
ELECTRONICS INSTRUMENTS,HONDURAS,NA,NA,0.52
ELECTRONICS INSTRUMENTS,HONG KONG,NA,NA,37.62
ELECTRONICS INSTRUMENTS,HUNGARY,NA,NA,50.23
ELECTRONICS INSTRUMENTS,ICELAND,NA,NA,0.06
ELECTRONICS INSTRUMENTS,INDONESIA,NA,NA,35.31
ELECTRONICS INSTRUMENTS,IRAN,NA,NA,1.48
ELECTRONICS INSTRUMENTS,IRAQ,NA,NA,2.88
ELECTRONICS INSTRUMENTS,IRELAND,NA,NA,2.57
ELECTRONICS INSTRUMENTS,ISRAEL,NA,NA,62.09
ELECTRONICS INSTRUMENTS,ITALY,NA,NA,43.65
ELECTRONICS INSTRUMENTS,JAMAICA,NA,NA,0.28
ELECTRONICS INSTRUMENTS,JAPAN,NA,NA,45.65
ELECTRONICS INSTRUMENTS,JORDAN,NA,NA,3.20
ELECTRONICS INSTRUMENTS,KAZAKHSTAN,NA,NA,0.29
ELECTRONICS INSTRUMENTS,KENYA,NA,NA,10.69
ELECTRONICS INSTRUMENTS,KOREA DP RP,NA,NA,0.01
ELECTRONICS INSTRUMENTS,KOREA RP,NA,NA,30.73
ELECTRONICS INSTRUMENTS,KUWAIT,NA,NA,11.24
ELECTRONICS INSTRUMENTS,KYRGHYZSTAN,NA,NA,0.07
ELECTRONICS INSTRUMENTS,LAO PD RP,NA,NA,0.14
ELECTRONICS INSTRUMENTS,LATVIA,NA,NA,0.16
ELECTRONICS INSTRUMENTS,LEBANON,NA,NA,1.15
ELECTRONICS INSTRUMENTS,LESOTHO,NA,NA,0.31
ELECTRONICS INSTRUMENTS,LIBERIA,NA,NA,0.18
ELECTRONICS INSTRUMENTS,LIBYA,NA,NA,1.26
ELECTRONICS INSTRUMENTS,LIECHTENSTEIN,NA,NA,0.01
ELECTRONICS INSTRUMENTS,LITHUANIA,NA,NA,0.28
ELECTRONICS INSTRUMENTS,LUXEMBOURG,NA,NA,0.01
ELECTRONICS INSTRUMENTS,MACAO,NA,NA,0.01
ELECTRONICS INSTRUMENTS,MACEDONIA,NA,NA,0.11
ELECTRONICS INSTRUMENTS,MADAGASCAR,NA,NA,0.32
ELECTRONICS INSTRUMENTS,MALAWI,NA,NA,1.15
ELECTRONICS INSTRUMENTS,MALAYSIA,NA,NA,35.95
ELECTRONICS INSTRUMENTS,MALDIVES,NA,NA,2.18
ELECTRONICS INSTRUMENTS,MALI,NA,NA,0.47
ELECTRONICS INSTRUMENTS,MALTA,NA,NA,1.28
ELECTRONICS INSTRUMENTS,MARTINIQUE,NA,NA,0.00
ELECTRONICS INSTRUMENTS,MAURITANIA,NA,NA,0.05
ELECTRONICS INSTRUMENTS,MAURITIUS,NA,NA,0.84
ELECTRONICS INSTRUMENTS,MEXICO,NA,NA,42.44
ELECTRONICS INSTRUMENTS,MICRONESIA,NA,NA,0.01
ELECTRONICS INSTRUMENTS,MOLDOVA,NA,NA,0.01
ELECTRONICS INSTRUMENTS,MONACO,NA,NA,0.00
ELECTRONICS INSTRUMENTS,MONGOLIA,NA,NA,0.06
ELECTRONICS INSTRUMENTS,MONTENEGRO,NA,NA,0.01
ELECTRONICS INSTRUMENTS,MONTSERRAT,NA,NA,0.00
ELECTRONICS INSTRUMENTS,MOROCCO,NA,NA,0.99
ELECTRONICS INSTRUMENTS,MOZAMBIQUE,NA,NA,0.87
ELECTRONICS INSTRUMENTS,MYANMAR,NA,NA,6.59
ELECTRONICS INSTRUMENTS,N. MARIANA IS.,NA,NA,0.01
ELECTRONICS INSTRUMENTS,NAMIBIA,NA,NA,0.09
ELECTRONICS INSTRUMENTS,NAURU RP,NA,NA,0.00
ELECTRONICS INSTRUMENTS,NEPAL,NA,NA,29.55
ELECTRONICS INSTRUMENTS,NETHERLAND,NA,NA,80.43
ELECTRONICS INSTRUMENTS,NETHERLANDANTIL,NA,NA,0.01
ELECTRONICS INSTRUMENTS,NEW CALEDONIA,NA,NA,0.22
ELECTRONICS INSTRUMENTS,NEW ZEALAND,NA,NA,2.06
ELECTRONICS INSTRUMENTS,NICARAGUA,NA,NA,0.19
ELECTRONICS INSTRUMENTS,NIGER,NA,NA,0.84
ELECTRONICS INSTRUMENTS,NIGERIA,NA,NA,50.59
ELECTRONICS INSTRUMENTS,NIUE IS,NA,NA,0.01
ELECTRONICS INSTRUMENTS,NORWAY,NA,NA,25.86
ELECTRONICS INSTRUMENTS,OMAN,NA,NA,8.72
ELECTRONICS INSTRUMENTS,PAKISTAN IR,NA,NA,0.44
ELECTRONICS INSTRUMENTS,PANAMA REPUBLIC,NA,NA,0.27
ELECTRONICS INSTRUMENTS,PAPUA N GNA,NA,NA,0.70
ELECTRONICS INSTRUMENTS,PARAGUAY,NA,NA,0.30
ELECTRONICS INSTRUMENTS,PERU,NA,NA,1.46
ELECTRONICS INSTRUMENTS,PHILIPPINES,NA,NA,19.94
ELECTRONICS INSTRUMENTS,POLAND,NA,NA,16.97
ELECTRONICS INSTRUMENTS,PORTUGAL,NA,NA,0.30
ELECTRONICS INSTRUMENTS,PUERTO RICO,NA,NA,3.52
ELECTRONICS INSTRUMENTS,QATAR,NA,NA,7.35
ELECTRONICS INSTRUMENTS,REUNION,NA,NA,0.01
ELECTRONICS INSTRUMENTS,ROMANIA,NA,NA,3.60
ELECTRONICS INSTRUMENTS,RUSSIA,NA,NA,9.60
ELECTRONICS INSTRUMENTS,RWANDA,NA,NA,1.83
ELECTRONICS INSTRUMENTS,SAO TOME,NA,NA,0.00
ELECTRONICS INSTRUMENTS,SAUDI ARAB,NA,NA,22.94
ELECTRONICS INSTRUMENTS,SENEGAL,NA,NA,1.07
ELECTRONICS INSTRUMENTS,SERBIA,NA,NA,0.22
ELECTRONICS INSTRUMENTS,SEYCHELLES,NA,NA,0.29
ELECTRONICS INSTRUMENTS,SIERRA LEONE,NA,NA,1.25
ELECTRONICS INSTRUMENTS,SINGAPORE,NA,NA,159.52
ELECTRONICS INSTRUMENTS,SLOVAK REP,NA,NA,0.64
ELECTRONICS INSTRUMENTS,SLOVENIA,NA,NA,1.25
ELECTRONICS INSTRUMENTS,SOLOMON IS,NA,NA,0.07
ELECTRONICS INSTRUMENTS,SOMALIA,NA,NA,0.65
ELECTRONICS INSTRUMENTS,SOUTH AFRICA,NA,NA,26.77
ELECTRONICS INSTRUMENTS,SOUTH SUDAN,NA,NA,0.05
ELECTRONICS INSTRUMENTS,SPAIN,NA,NA,11.54
ELECTRONICS INSTRUMENTS,SRI LANKA DSR,NA,NA,16.89
ELECTRONICS INSTRUMENTS,ST KITT N A,NA,NA,0.01
ELECTRONICS INSTRUMENTS,ST LUCIA,NA,NA,0.01
ELECTRONICS INSTRUMENTS,ST VINCENT,NA,NA,0.00
ELECTRONICS INSTRUMENTS,STATE OF PALESTINE,NA,NA,0.01
ELECTRONICS INSTRUMENTS,SUDAN,NA,NA,2.00
ELECTRONICS INSTRUMENTS,SURINAME,NA,NA,0.71
ELECTRONICS INSTRUMENTS,SWAZILAND,NA,NA,0.24
ELECTRONICS INSTRUMENTS,SWEDEN,NA,NA,16.00
ELECTRONICS INSTRUMENTS,SWITZERLAND,NA,NA,6.47
ELECTRONICS INSTRUMENTS,SYRIA,NA,NA,0.82
ELECTRONICS INSTRUMENTS,TAIWAN,NA,NA,17.65
ELECTRONICS INSTRUMENTS,TAJIKISTAN,NA,NA,0.02
ELECTRONICS INSTRUMENTS,TANZANIA REP,NA,NA,7.91
ELECTRONICS INSTRUMENTS,THAILAND,NA,NA,17.28
ELECTRONICS INSTRUMENTS,TIMOR-LESTE,NA,NA,0.00
ELECTRONICS INSTRUMENTS,TOGO,NA,NA,1.34
ELECTRONICS INSTRUMENTS,TRINIDAD,NA,NA,0.19
ELECTRONICS INSTRUMENTS,TUNISIA,NA,NA,2.39
ELECTRONICS INSTRUMENTS,TURKEY,NA,NA,17.73
ELECTRONICS INSTRUMENTS,TURKMENISTAN,NA,NA,0.00
ELECTRONICS INSTRUMENTS,TURKS C IS,NA,NA,0.00
ELECTRONICS INSTRUMENTS,U ARAB EMTS,NA,NA,105.02
ELECTRONICS INSTRUMENTS,U K,NA,NA,50.56
ELECTRONICS INSTRUMENTS,U S A,NA,NA,766.01
ELECTRONICS INSTRUMENTS,UGANDA,NA,NA,5.78
ELECTRONICS INSTRUMENTS,UKRAINE,NA,NA,0.67
ELECTRONICS INSTRUMENTS,UNSPECIFIED,NA,NA,0.00
ELECTRONICS INSTRUMENTS,URUGUAY,NA,NA,1.60
ELECTRONICS INSTRUMENTS,UZBEKISTAN,NA,NA,0.51
ELECTRONICS INSTRUMENTS,VANUATU REP,NA,NA,0.00
ELECTRONICS INSTRUMENTS,VENEZUELA,NA,NA,0.01
ELECTRONICS INSTRUMENTS,VIETNAM SOC REP,NA,NA,33.34
ELECTRONICS INSTRUMENTS,YEMEN REPUBLC,NA,NA,3.08
ELECTRONICS INSTRUMENTS,ZAMBIA,NA,NA,2.80
ELECTRONICS INSTRUMENTS,ZIMBABWE,NA,NA,1.92
TELECOM INSTRUMENTS,AFGHANISTAN,NA,NA,0.09
TELECOM INSTRUMENTS,ALBANIA,NA,NA,0.02
TELECOM INSTRUMENTS,ALGERIA,NA,NA,0.17
TELECOM INSTRUMENTS,ANGOLA,NA,NA,0.01
TELECOM INSTRUMENTS,ARGENTINA,NA,NA,0.06
TELECOM INSTRUMENTS,ARUBA,NA,NA,0.00
TELECOM INSTRUMENTS,AUSTRALIA,NA,NA,4.05
TELECOM INSTRUMENTS,AUSTRIA,NA,NA,0.04
TELECOM INSTRUMENTS,AZERBAIJAN,NA,NA,0.00
TELECOM INSTRUMENTS,BAHARAIN IS,NA,NA,0.14
TELECOM INSTRUMENTS,BANGLADESH PR,NA,NA,39.79
TELECOM INSTRUMENTS,BELARUS,NA,NA,0.00
TELECOM INSTRUMENTS,BELGIUM,NA,NA,2.31
TELECOM INSTRUMENTS,BENIN,NA,NA,0.00
TELECOM INSTRUMENTS,BHUTAN,NA,NA,10.47
TELECOM INSTRUMENTS,BOLIVIA,NA,NA,0.06
TELECOM INSTRUMENTS,BOSNIA-HRZGOVIN,NA,NA,0.10
TELECOM INSTRUMENTS,BOTSWANA,NA,NA,0.10
TELECOM INSTRUMENTS,BRAZIL,NA,NA,3.46
TELECOM INSTRUMENTS,BRUNEI,NA,NA,0.00
TELECOM INSTRUMENTS,BULGARIA,NA,NA,0.19
TELECOM INSTRUMENTS,BURKINA FASO,NA,NA,0.01
TELECOM INSTRUMENTS,BURUNDI,NA,NA,1.15
TELECOM INSTRUMENTS,C AFRI REP,NA,NA,0.00
TELECOM INSTRUMENTS,CAMBODIA,NA,NA,0.04
TELECOM INSTRUMENTS,CAMEROON,NA,NA,0.01
TELECOM INSTRUMENTS,CANADA,NA,NA,7.98
TELECOM INSTRUMENTS,CHAD,NA,NA,0.03
TELECOM INSTRUMENTS,CHILE,NA,NA,0.85
TELECOM INSTRUMENTS,CHINA P RP,NA,NA,181.21
TELECOM INSTRUMENTS,COLOMBIA,NA,NA,0.06
TELECOM INSTRUMENTS,CONGO D. REP.,NA,NA,0.09
TELECOM INSTRUMENTS,CONGO P REP,NA,NA,0.23
TELECOM INSTRUMENTS,COSTA RICA,NA,NA,0.01
TELECOM INSTRUMENTS,COTE D' IVOIRE,NA,NA,0.47
TELECOM INSTRUMENTS,CROATIA,NA,NA,0.04
TELECOM INSTRUMENTS,CYPRUS,NA,NA,0.06
TELECOM INSTRUMENTS,CZECH REPUBLIC,NA,NA,51.42
TELECOM INSTRUMENTS,DENMARK,NA,NA,0.06
TELECOM INSTRUMENTS,DJIBOUTI,NA,NA,0.14
TELECOM INSTRUMENTS,DOMINIC REP,NA,NA,0.00
TELECOM INSTRUMENTS,ECUADOR,NA,NA,0.03
TELECOM INSTRUMENTS,EGYPT A RP,NA,NA,0.37
TELECOM INSTRUMENTS,EL SALVADOR,NA,NA,0.00
TELECOM INSTRUMENTS,ERITREA,NA,NA,0.04
TELECOM INSTRUMENTS,ESTONIA,NA,NA,0.12
TELECOM INSTRUMENTS,ETHIOPIA,NA,NA,0.05
TELECOM INSTRUMENTS,FIJI IS,NA,NA,0.01
TELECOM INSTRUMENTS,FINLAND,NA,NA,4.83
TELECOM INSTRUMENTS,FRANCE,NA,NA,51.17
TELECOM INSTRUMENTS,GABON,NA,NA,0.04
TELECOM INSTRUMENTS,GEORGIA,NA,NA,0.02
TELECOM INSTRUMENTS,GERMANY,NA,NA,106.75
TELECOM INSTRUMENTS,GHANA,NA,NA,0.85
TELECOM INSTRUMENTS,GIBRALTAR,NA,NA,0.00
TELECOM INSTRUMENTS,GREECE,NA,NA,0.08
TELECOM INSTRUMENTS,GUATEMALA,NA,NA,0.06
TELECOM INSTRUMENTS,GUINEA,NA,NA,0.31
TELECOM INSTRUMENTS,GUYANA,NA,NA,0.00
TELECOM INSTRUMENTS,HONDURAS,NA,NA,0.01
TELECOM INSTRUMENTS,HONG KONG,NA,NA,121.46
TELECOM INSTRUMENTS,HUNGARY,NA,NA,15.86
TELECOM INSTRUMENTS,ICELAND,NA,NA,0.01
TELECOM INSTRUMENTS,INDONESIA,NA,NA,7.00
TELECOM INSTRUMENTS,IRAN,NA,NA,0.00
TELECOM INSTRUMENTS,IRAQ,NA,NA,0.03
TELECOM INSTRUMENTS,IRELAND,NA,NA,0.61
TELECOM INSTRUMENTS,ISRAEL,NA,NA,9.81
TELECOM INSTRUMENTS,ITALY,NA,NA,57.71
TELECOM INSTRUMENTS,JAMAICA,NA,NA,0.00
TELECOM INSTRUMENTS,JAPAN,NA,NA,2.76
TELECOM INSTRUMENTS,JORDAN,NA,NA,30.30
TELECOM INSTRUMENTS,KAZAKHSTAN,NA,NA,66.62
TELECOM INSTRUMENTS,KENYA,NA,NA,0.70
TELECOM INSTRUMENTS,KIRIBATI REP,NA,NA,0.01
TELECOM INSTRUMENTS,KOREA RP,NA,NA,6.55
TELECOM INSTRUMENTS,KUWAIT,NA,NA,0.09
TELECOM INSTRUMENTS,LAO PD RP,NA,NA,0.01
TELECOM INSTRUMENTS,LATVIA,NA,NA,0.02
TELECOM INSTRUMENTS,LEBANON,NA,NA,0.02
TELECOM INSTRUMENTS,LIBERIA,NA,NA,0.02
TELECOM INSTRUMENTS,LIBYA,NA,NA,0.03
TELECOM INSTRUMENTS,LITHUANIA,NA,NA,0.04
TELECOM INSTRUMENTS,MACAO,NA,NA,0.01
TELECOM INSTRUMENTS,MACEDONIA,NA,NA,0.03
TELECOM INSTRUMENTS,MADAGASCAR,NA,NA,0.14
TELECOM INSTRUMENTS,MALAWI,NA,NA,1.24
TELECOM INSTRUMENTS,MALAYSIA,NA,NA,20.30
TELECOM INSTRUMENTS,MALDIVES,NA,NA,0.29
TELECOM INSTRUMENTS,MALI,NA,NA,0.07
TELECOM INSTRUMENTS,MALTA,NA,NA,0.01
TELECOM INSTRUMENTS,MAURITANIA,NA,NA,0.00
TELECOM INSTRUMENTS,MAURITIUS,NA,NA,1.33
TELECOM INSTRUMENTS,MAYOTTE,NA,NA,0.02
TELECOM INSTRUMENTS,MEXICO,NA,NA,34.70
TELECOM INSTRUMENTS,MOLDOVA,NA,NA,0.00
TELECOM INSTRUMENTS,MONGOLIA,NA,NA,0.95
TELECOM INSTRUMENTS,MONTENEGRO,NA,NA,0.04
TELECOM INSTRUMENTS,MONTSERRAT,NA,NA,0.00
TELECOM INSTRUMENTS,MOROCCO,NA,NA,79.32
TELECOM INSTRUMENTS,MOZAMBIQUE,NA,NA,0.08
TELECOM INSTRUMENTS,MYANMAR,NA,NA,1.94
TELECOM INSTRUMENTS,NAMIBIA,NA,NA,0.00
TELECOM INSTRUMENTS,NEPAL,NA,NA,75.51
TELECOM INSTRUMENTS,NETHERLAND,NA,NA,209.09
TELECOM INSTRUMENTS,NETHERLANDANTIL,NA,NA,0.00
TELECOM INSTRUMENTS,NEW CALEDONIA,NA,NA,0.00
TELECOM INSTRUMENTS,NEW ZEALAND,NA,NA,0.79
TELECOM INSTRUMENTS,NIGER,NA,NA,0.14
TELECOM INSTRUMENTS,NIGERIA,NA,NA,3.64
TELECOM INSTRUMENTS,NIUE IS,NA,NA,0.03
TELECOM INSTRUMENTS,NORWAY,NA,NA,7.80
TELECOM INSTRUMENTS,OMAN,NA,NA,0.66
TELECOM INSTRUMENTS,PAKISTAN IR,NA,NA,0.00
TELECOM INSTRUMENTS,PANAMA REPUBLIC,NA,NA,0.00
TELECOM INSTRUMENTS,PAPUA N GNA,NA,NA,0.21
TELECOM INSTRUMENTS,PARAGUAY,NA,NA,0.00
TELECOM INSTRUMENTS,PERU,NA,NA,0.16
TELECOM INSTRUMENTS,PHILIPPINES,NA,NA,3.12
TELECOM INSTRUMENTS,POLAND,NA,NA,1.25
TELECOM INSTRUMENTS,PORTUGAL,NA,NA,0.19
TELECOM INSTRUMENTS,PUERTO RICO,NA,NA,0.00
TELECOM INSTRUMENTS,QATAR,NA,NA,0.45
TELECOM INSTRUMENTS,ROMANIA,NA,NA,1.33
TELECOM INSTRUMENTS,RUSSIA,NA,NA,496.65
TELECOM INSTRUMENTS,RWANDA,NA,NA,0.25
TELECOM INSTRUMENTS,SAO TOME,NA,NA,0.00
TELECOM INSTRUMENTS,SAUDI ARAB,NA,NA,5.72
TELECOM INSTRUMENTS,SENEGAL,NA,NA,0.01
TELECOM INSTRUMENTS,SERBIA,NA,NA,0.01
TELECOM INSTRUMENTS,SEYCHELLES,NA,NA,0.93
TELECOM INSTRUMENTS,SIERRA LEONE,NA,NA,0.43
TELECOM INSTRUMENTS,SINGAPORE,NA,NA,76.81
TELECOM INSTRUMENTS,SLOVAK REP,NA,NA,0.74
TELECOM INSTRUMENTS,SLOVENIA,NA,NA,0.08
TELECOM INSTRUMENTS,SOMALIA,NA,NA,0.00
TELECOM INSTRUMENTS,SOUTH AFRICA,NA,NA,208.20
